"","codocorren","data","hora","mes","diaSemana","tipo","viaA","viaB","tipoenvolv","tipoAutomo","genero","idade","embriagado","vitima","obito","habilitado","ciclo","pavimentac","viaACod","viaATotal","viaAFxRola","viaBCod","viaBtotal","viaBFxRola","bairro","zona","longX","latY","intersecao","intersecaoCodA","intersecaoCodB","intersecaolongx","intersecaolaty","intersecaoCiclo"
"2161","2019-46/76",2019-01-07,"16:30","Janeiro","segunda-feira","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Motocicleta","masc.","50",0,1,0,1,"ciclovia","Asfalto",265,"29,4","16,4",543,"25","19","Carvalho","Área Urbana",-48.67691943,-26.92414238,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"217","2019-261",2019-02-03,"12:00","Fevereiro","domingo","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Automóvel","fem.","25",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",543,"25","19","Carvalho","Área Urbana",-48.67694642,-26.92421176,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2171","2019-261",2019-02-03,"12:00","Fevereiro","domingo","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Automóvel","masc.","62",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",543,"25","19","Carvalho","Área Urbana",-48.67694642,-26.92421176,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"218","2019-298",2019-02-06,"18:30","Fevereiro","quarta-feira","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Automóvel","masc.","30",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",543,"25","19","Carvalho","Área Urbana",-48.67693653,-26.92401823,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2181","2019-298",2019-02-06,"18:30","Fevereiro","quarta-feira","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Caminhonete","","",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",543,"25","19","Carvalho","Área Urbana",-48.67693653,-26.92401823,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"219","2019-300",2019-02-07,"07:50","Fevereiro","quinta-feira","colisão","Av.Ver.Abrahão João Francisco","","veículo","Caminhonete","masc.","28",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",NA,"","","Carvalho","Área Urbana",-48.67727307,-26.92441424,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2191","2019-300",2019-02-07,"07:50","Fevereiro","quinta-feira","colisão","Av.Ver.Abrahão João Francisco","","veículo","Camioneta","masc.","31",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",NA,"","","Carvalho","Área Urbana",-48.67727307,-26.92441424,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"220","2019-413",2019-02-20,"10:30","Fevereiro","quarta-feira","colisão","R.José Siqueira","Av.Ver.Abrahão João Francisco","veículo","Automóvel","fem.","53",0,0,0,1,"ciclovia","Asfalto",543,"25","19",265,"29,4","16,4","Ressacada","Área Urbana",-48.67687982,-26.92417892,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2201","2019-413",2019-02-20,"10:30","Fevereiro","quarta-feira","colisão","R.José Siqueira","Av.Ver.Abrahão João Francisco","veículo","Automóvel","fem.","29",0,0,0,1,"ciclovia","Asfalto",543,"25","19",265,"29,4","16,4","Ressacada","Área Urbana",-48.67687982,-26.92417892,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2211","2019-431/450",2019-02-21,"19:40","Fevereiro","quinta-feira","abalroamento","R.José Siqueira","Av.Ver.Abrahão João Francisco","veículo","Ônibus","masc.","41",0,0,0,1,"ciclovia","Asfalto",543,"25","19",265,"29,4","16,4","Ressacada","Área Urbana",-48.67684326,-26.92414602,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2212","2019-431/450",2019-02-21,"19:40","Fevereiro","quinta-feira","abalroamento","R.José Siqueira","Av.Ver.Abrahão João Francisco","veículo","Automóvel","masc.","35",0,0,0,1,"ciclovia","Asfalto",543,"25","19",265,"29,4","16,4","Ressacada","Área Urbana",-48.67684326,-26.92414602,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2221","2019-449",2019-02-25,"08:10","Fevereiro","segunda-feira","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Automóvel","masc.","42",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",543,"25","19","Carvalho","Área Urbana",-48.67689237,-26.92390285,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2222","2019-449",2019-02-25,"08:10","Fevereiro","segunda-feira","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Automóvel","masc.","30",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",543,"25","19","Carvalho","Área Urbana",-48.67689237,-26.92390285,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"223","2019-486",2019-02-27,"13:30","Fevereiro","quarta-feira","colisão","R.José Siqueira","Av.Ver.Abrahão João Francisco","veículo","Automóvel","masc.","39",0,0,0,1,"ciclovia","Asfalto",543,"25","19",265,"29,4","16,4","Ressacada","Área Urbana",-48.67695814,-26.92390915,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2231","2019-486",2019-02-27,"13:30","Fevereiro","quarta-feira","colisão","R.José Siqueira","Av.Ver.Abrahão João Francisco","veículo","Automóvel","","",0,0,0,1,"ciclovia","Asfalto",543,"25","19",265,"29,4","16,4","Ressacada","Área Urbana",-48.67695814,-26.92390915,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"224","2019-543",2019-03-06,"16:49","Março","quinta-feira","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Automóvel","fem.","43",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1161,"18","10","Cordeiros","Área Urbana",-48.67697514,-26.92417995,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2241","2019-543",2019-03-06,"16:49","Março","quinta-feira","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Caminhão","","",0,0,0,1,"compartilhado","Asfalto",1111,"27","14",1161,"18","10","Cordeiros","Área Urbana",-48.67697514,-26.92417995,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"225","2019-741",2019-03-27,"14:30","Março","quarta-feira","colisão","Av.Ver.Abrahão João Francisco","","veículo","Automóvel","masc.","39",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",NA,"","","Carvalho","Área Urbana",-48.67714731,-26.92436061,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2251","2019-741",2019-03-27,"14:30","Março","quarta-feira","colisão","Av.Ver.Abrahão João Francisco","","veículo","Automóvel","fem.","35",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",NA,"","","Carvalho","Área Urbana",-48.67714731,-26.92436061,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"226","2019-885",2019-04-13,"16:30","Abril","sábado","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Automóvel","masc.","60",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",543,"25","19","Carvalho","Área Urbana",-48.67683737,-26.92416183,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"2261","2019-885",2019-04-13,"16:30","Abril","sábado","colisão","Av.Ver.Abrahão João Francisco","R.José Siqueira","veículo","Automóvel","fem.","29",0,0,0,1,"ciclovia","Asfalto",265,"29,4","16,4",543,"25","19","Carvalho","Área Urbana",-48.67683737,-26.92416183,"Av.Ver.Abrahão João Francisco-R.José Siqueira",265,543,-48.6770127736725,-26.9239037650001,"ciclovia"
"227","2019-356",2019-02-13,"16:20","Fevereiro","quarta-feira","colisão","R.José Mariano Furtado","R.Érico Veríssimo","veículo","Automóvel","fem.","34",0,0,0,1,"","Lajota",539,"12","8",95,"14","9","Dom Bosco","Área Urbana",-48.67910859,-26.92441467,"R.Exp.Carlos Costa-R.José Mariano Furtado",536,539,-48.6791531878678,-26.9245880730173,"ciclovia"
"2271","2019-356",2019-02-13,"16:20","Fevereiro","quarta-feira","colisão","R.José Mariano Furtado","R.Érico Veríssimo","veículo","Caminhonete","masc.","23",0,0,0,1,"","Lajota",539,"12","8",95,"14","9","Dom Bosco","Área Urbana",-48.67910859,-26.92441467,"R.Exp.Carlos Costa-R.José Mariano Furtado",536,539,-48.6791531878678,-26.9245880730173,"ciclovia"
"228","2019-290",2019-02-06,"13:55","Fevereiro","quarta-feira","colisão","R.Jassão dos Santos","","veículo","Automóvel","masc.","67",0,0,0,1,"","Misto (Asfalto/Lajota)",165,"8","5",NA,"","","São João","Área Urbana",-48.69264147,-26.91311469,"Av.Gov.Adolfo Konder-R.Agílio Cunha",164,894,-48.6930240112497,-26.9132770272329,"ciclofaixa"
"2281","2019-290",2019-02-06,"13:55","Fevereiro","quarta-feira","colisão","R.Jassão dos Santos","","veículo","Caminhão Trator","","",0,0,0,1,"","Misto (Asfalto/Lajota)",165,"8","5",NA,"","","São João","Área Urbana",-48.69264147,-26.91311469,"Av.Gov.Adolfo Konder-R.Agílio Cunha",164,894,-48.6930240112497,-26.9132770272329,"ciclofaixa"
"2282","2019-290",2019-02-06,"13:55","Fevereiro","quarta-feira","colisão","R.Jassão dos Santos","","veículo","Semireboque","","",0,0,0,1,"","Misto (Asfalto/Lajota)",165,"8","5",NA,"","","São João","Área Urbana",-48.69264147,-26.91311469,"Av.Gov.Adolfo Konder-R.Agílio Cunha",164,894,-48.6930240112497,-26.9132770272329,"ciclofaixa"
"229","2019-774",2019-03-31,"12:45","Março","domingo","colisão","Av.Gov.Adolfo Konder","R.Agílio Cunha","veículo","Camioneta","masc.","63",0,0,0,1,"ciclofaixa","Asfalto",164,"30","17",894,"15","10","Cidade Nova","Área Urbana",-48.69330393,-26.91347521,"Av.Gov.Adolfo Konder-R.Agílio Cunha",164,894,-48.6930240112497,-26.9132770272329,"ciclofaixa"
"2291","2019-774",2019-03-31,"12:45","Março","domingo","colisão","Av.Gov.Adolfo Konder","R.Agílio Cunha","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",164,"30","17",894,"15","10","Cidade Nova","Área Urbana",-48.69330393,-26.91347521,"Av.Gov.Adolfo Konder-R.Agílio Cunha",164,894,-48.6930240112497,-26.9132770272329,"ciclofaixa"
"230","2019-135",2019-01-11,"20:00","Janeiro","sexta-feira","colisão","R.Das Violetas","","ciclista","Automóvel","fem.","17",0,1,0,1,"","Asfalto",909,"12","8",NA,"","","Cidade Nova","Área Urbana",-48.69319115,-26.91813758,"R.Agílio Cunha-R.Das Violetas",894,909,-48.6935942297264,-26.9180789426143,"ciclofaixa"
"2301","2019-135",2019-01-11,"20:00","Janeiro","sexta-feira","colisão","R.Das Violetas","","veículo","","masc.","37",0,1,0,1,"","Asfalto",909,"12","8",NA,"","","Cidade Nova","Área Urbana",-48.69319115,-26.91813758,"R.Agílio Cunha-R.Das Violetas",894,909,-48.6935942297264,-26.9180789426143,"ciclofaixa"
"2311","2019-487",2019-02-27,"15:15","Fevereiro","quarta-feira","colisão","R.Das Violetas","R.Agílio Cunha","veículo","Automóvel","fem.","30",0,0,0,1,"ciclofaixa","Asfalto",909,"12","8",894,"15","10","Cidade Nova","Área Urbana",-48.69366135,-26.91809343,"R.Agílio Cunha-R.Das Violetas",894,909,-48.6935942297264,-26.9180789426143,"ciclofaixa"
"2312","2019-487",2019-02-27,"15:15","Fevereiro","quarta-feira","colisão","R.Das Violetas","R.Agílio Cunha","veículo","Automóvel","","",0,0,0,1,"ciclofaixa","Asfalto",909,"12","8",894,"15","10","Cidade Nova","Área Urbana",-48.69366135,-26.91809343,"R.Agílio Cunha-R.Das Violetas",894,909,-48.6935942297264,-26.9180789426143,"ciclofaixa"
"2321","2019-592",2019-03-12,"11:45","Março","terça-feira","abalroamento","R.Agílio Cunha","R.Das Violetas","veículo","Automóvel","masc.","23",0,0,0,1,"ciclofaixa","Asfalto",894,"15","10",909,"12","8","Cidade Nova","Área Urbana",-48.69357491,-26.91809564,"R.Agílio Cunha-R.Das Violetas",894,909,-48.6935942297264,-26.9180789426143,"ciclofaixa"
"2322","2019-592",2019-03-12,"11:45","Março","terça-feira","abalroamento","R.Agílio Cunha","R.Das Violetas","veículo","Automóvel","fem.","38",0,0,0,1,"ciclofaixa","Asfalto",894,"15","10",909,"12","8","Cidade Nova","Área Urbana",-48.69357491,-26.91809564,"R.Agílio Cunha-R.Das Violetas",894,909,-48.6935942297264,-26.9180789426143,"ciclofaixa"
"233","2019-296",2019-02-07,"14:30","Fevereiro","quinta-feira","colisão","R.Palmir Francisco Dias","","veículo","Automóvel","fem.","41",0,0,0,1,"","Asfalto",949,"10","7",NA,"","","Cidade Nova","Área Urbana",-48.69389874,-26.92283589,"R.Agílio Cunha-R.Palmir Francisco Dias",894,949,-48.6938437274696,-26.922879665608,"ciclofaixa"
"2331","2019-296",2019-02-07,"14:30","Fevereiro","quinta-feira","colisão","R.Palmir Francisco Dias","","veículo","Automóvel","","",0,0,0,1,"","Asfalto",949,"10","7",NA,"","","Cidade Nova","Área Urbana",-48.69389874,-26.92283589,"R.Agílio Cunha-R.Palmir Francisco Dias",894,949,-48.6938437274696,-26.922879665608,"ciclofaixa"
"234","2019-679",2019-03-21,"07:40","Março","quinta-feira","colisão","R.Agílio Cunha","R.Maria Verena Heil","veículo","Automóvel","fem.","35",0,0,0,1,"ciclofaixa","Asfalto",894,"15","10",947,"10","7","Cidade Nova","Área Urbana",-48.69401655,-26.92179616,"R.Agílio Cunha-R.Agílio Cunha",894,894,-48.693983950281,-26.9217545231286,"ciclofaixa"
"2341","2019-679",2019-03-21,"07:40","Março","quinta-feira","colisão","R.Agílio Cunha","R.Maria Verena Heil","veículo","Automóvel","masc.","19",0,0,0,1,"ciclofaixa","Asfalto",894,"15","10",947,"10","7","Cidade Nova","Área Urbana",-48.69401655,-26.92179616,"R.Agílio Cunha-R.Agílio Cunha",894,894,-48.693983950281,-26.9217545231286,"ciclofaixa"
"235","2019-129",2019-01-19,"14:00","Janeiro","sábado","colisão","R.Agílio Cunha","R.José Domingos Machado","veículo","Automóvel","masc.","31",0,0,0,1,"ciclofaixa","Asfalto",894,"15","10",953,"10","7","Cidade Nova","Área Urbana",-48.69426284,-26.92415705,"R.Agílio Cunha-R.José Domingos Machado",894,953,-48.6942337294369,-26.9241888281442,"ciclofaixa"
"2351","2019-129",2019-01-19,"14:00","Janeiro","sábado","colisão","R.Agílio Cunha","R.José Domingos Machado","veículo","Automóvel","fem.","25",0,0,0,1,"ciclofaixa","Asfalto",894,"15","10",953,"10","7","Cidade Nova","Área Urbana",-48.69426284,-26.92415705,"R.Agílio Cunha-R.José Domingos Machado",894,953,-48.6942337294369,-26.9241888281442,"ciclofaixa"
"236","2019-779",2019-01-28,"17:30","Janeiro","segunda-feira","atropelamento","R.Agílio Cunha","","ciclista","Motocicleta","fem.","70",0,1,0,0,"ciclofaixa","Asfalto",894,"15","10",NA,"","","Cidade Nova","Área Urbana",-48.69353959,-26.91667168,"R.Agílio Cunha-R.Das Petúnias",894,910,-48.6934712490129,-26.9165612887419,"ciclofaixa"
"2361","2019-779",2019-01-28,"17:30","Janeiro","segunda-feira","atropelamento","R.Agílio Cunha","","veículo","","","",0,1,0,0,"ciclofaixa","Asfalto",894,"15","10",NA,"","","Cidade Nova","Área Urbana",-48.69353959,-26.91667168,"R.Agílio Cunha-R.Das Petúnias",894,910,-48.6934712490129,-26.9165612887419,"ciclofaixa"
"237","2019-188",2019-01-26,"13:00","Janeiro","sábado","colisão","R.Agílio Cunha","","veículo","Motocicleta","masc.","30",0,1,0,1,"ciclofaixa","Asfalto",894,"15","10",NA,"","","Cidade Nova","Área Urbana",-48.69338783,-26.91553454,"R.Agílio Cunha-R.Sidney Schulze",894,904,-48.6934171374989,-26.9155612050923,"ciclofaixa"
"2371","2019-188",2019-01-26,"13:00","Janeiro","sábado","colisão","R.Agílio Cunha","","veículo","","masc.","42",0,1,0,1,"ciclofaixa","Asfalto",894,"15","10",NA,"","","Cidade Nova","Área Urbana",-48.69338783,-26.91553454,"R.Agílio Cunha-R.Sidney Schulze",894,904,-48.6934171374989,-26.9155612050923,"ciclofaixa"
"238","2019-302",2019-02-08,"12:00","Fevereiro","sexta-feira","colisão","R.Agílio Cunha","","veículo","Automóvel","masc.","58",0,0,0,1,"ciclofaixa","Asfalto",894,"15","10",NA,"","","Cidade Nova","Área Urbana",-48.69428021,-26.92513268,"R.Agílio Cunha-R.Mario Ferrari",894,967,-48.6941915984683,-26.925260253147,"ciclofaixa"
"2381","2019-302",2019-02-08,"12:00","Fevereiro","sexta-feira","colisão","R.Agílio Cunha","","veículo","Motocicleta","","",0,0,0,1,"ciclofaixa","Asfalto",894,"15","10",NA,"","","Cidade Nova","Área Urbana",-48.69428021,-26.92513268,"R.Agílio Cunha-R.Mario Ferrari",894,967,-48.6941915984683,-26.925260253147,"ciclofaixa"
"239","2019-280",2019-01-28,"11:36","Janeiro","segunda-feira","atropelamento","Av.Gov.Adolfo Konder","","ciclista","Motocicleta","masc.","19",0,1,0,0,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.68576179,-26.91093664,"Av.Gov.Adolfo Konder-R.Otto Hoier",164,893,-48.6860286254548,-26.9110030342856,"ciclovia"
"2391","2019-280",2019-01-28,"11:36","Janeiro","segunda-feira","atropelamento","Av.Gov.Adolfo Konder","","veículo","","","",0,1,0,0,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.68576179,-26.91093664,"Av.Gov.Adolfo Konder-R.Otto Hoier",164,893,-48.6860286254548,-26.9110030342856,"ciclovia"
"240","2019-359",2019-02-13,"16:00","Fevereiro","quarta-feira","choque - poste","Av.Gov.Adolfo Konder","","veículo","Caminhão","masc.","26",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.68538714,-26.91085044,"Av.Gov.Adolfo Konder-R.Otto Hoier",164,893,-48.6860286254548,-26.9110030342856,"ciclovia"
"2411","2019-769",2019-03-30,"20:40","Março","sábado","colisão","Av.Gov.Adolfo Konder","","veículo","Automóvel","masc.","25",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.68670229,-26.91106933,"Av.Gov.Adolfo Konder-R.Otto Hoier",164,893,-48.6860286254548,-26.9110030342856,"ciclovia"
"2412","2019-769",2019-03-30,"20:40","Março","sábado","colisão","Av.Gov.Adolfo Konder","","veículo","Caminhonete","masc.","35",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.68670229,-26.91106933,"Av.Gov.Adolfo Konder-R.Otto Hoier",164,893,-48.6860286254548,-26.9110030342856,"ciclovia"
"242","2019-94",2019-04-25,"07:20","Abril","quinta-feira","choque","Av.Gov.Adolfo Konder","","veículo","Caminhão_Trator","masc.","32",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.6864911,-26.91099201,"Av.Gov.Adolfo Konder-R.Otto Hoier",164,893,-48.6860286254548,-26.9110030342856,"ciclovia"
"2421","2019-94",2019-04-25,"07:20","Abril","quinta-feira","choque","Av.Gov.Adolfo Konder","","veículo","Semireboque","masc.","32",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.6864911,-26.91099201,"Av.Gov.Adolfo Konder-R.Otto Hoier",164,893,-48.6860286254548,-26.9110030342856,"ciclovia"
"243","2019-364",2019-02-14,"16:20","Fevereiro","quinta-feira","colisão","Av.Gov.Adolfo Konder","","veículo","Automóvel","masc.","28",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.69067756,-26.91249322,"Av.Gov.Adolfo Konder-R.Otávio Cesário Pereira",164,51,-48.6907589016519,-26.9125064388777,"ciclovia"
"2431","2019-364",2019-02-14,"16:20","Fevereiro","quinta-feira","colisão","Av.Gov.Adolfo Konder","","veículo","Caminhão","masc.","27",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.69067756,-26.91249322,"Av.Gov.Adolfo Konder-R.Otávio Cesário Pereira",164,51,-48.6907589016519,-26.9125064388777,"ciclovia"
"244","2019-394",2019-02-18,"17:25","Fevereiro","segunda-feira","colisão","Av.Gov.Adolfo Konder","","veículo","Automóvel","masc.","31",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.69103461,-26.91266965,"Av.Gov.Adolfo Konder-R.Otávio Cesário Pereira",164,51,-48.6907589016519,-26.9125064388777,"ciclovia"
"2441","2019-394",2019-02-18,"17:25","Fevereiro","segunda-feira","colisão","Av.Gov.Adolfo Konder","","veículo","Caminhonete","masc.","31",0,0,0,1,"ciclovia","Asfalto",164,"30","17",NA,"","","Cidade Nova","Área Urbana",-48.69103461,-26.91266965,"Av.Gov.Adolfo Konder-R.Otávio Cesário Pereira",164,51,-48.6907589016519,-26.9125064388777,"ciclovia"
"245","2019-568",2019-03-10,"23:20","Março","domingo","abalroamento","R.Otávio Cesário Pereira","","veículo","Automóvel","masc.","36",0,0,0,1,"","Asfalto",51,"12","8",NA,"","","São Vicente","Área Urbana",-48.69075295,-26.91211325,"Av.Gov.Adolfo Konder-R.Otávio Cesário Pereira",164,51,-48.6907589016519,-26.9125064388777,"ciclovia"
